month,pct_id,total_gaba
2016-10-01,08Q,64990.722222222226
2017-02-01,08Q,60661.76111111114
2017-07-01,08Q,67902.38333333333
2018-12-01,08V,76442.48888888888
2018-03-01,08V,73564.74444444443
2019-02-01,08V,65740.92777777778
2016-12-01,08V,65972.56666666665
2017-05-01,08V,66694.46666666666
2018-09-01,08V,70442.45555555556
2014-11-01,09A,30901.41666666666
2015-12-01,09L,33662.97777777777
2018-11-01,09L,41657.91111111112
2019-04-01,09L,38894.61666666666
2018-06-01,09L,39809.100000000006
2018-08-01,09L,40908.955555555556
2017-06-01,09L,38243.42777777778
2016-08-01,09N,44415.627777777765
2015-05-01,10C,15363.750000000002
2015-07-01,99H,54414.63333333333
2019-08-01,99H,67165.83333333333
2016-06-01,99H,59981.855555555565
2015-08-01,99H,49611.29444444445
2019-06-01,04F,85109.90555555555
2019-10-01,04F,93121.82222222222
2018-01-01,04N,37102.15
2017-08-01,04N,36418.50555555555
2018-12-01,04N,39750.17222222222
2019-03-01,05A,153612.10555555558
2015-09-01,05A,118149.37222222227
2018-07-01,05A,153921.22777777776
2015-12-01,05A,128414.89444444448
2014-12-01,05A,109702.70555555557
2018-08-01,05A,155979.98333333337
2017-07-01,05A,138478.4944444445
2016-01-01,05A,116774.70555555556
2016-11-01,05A,133870.07222222222
2016-04-01,05A,125700.94999999995
2017-10-01,05F,54008.19444444443
2017-05-01,05F,52296.6111111111
2016-05-01,05J,43258.90555555555
2016-12-01,05J,49193.87222222223
2019-02-01,06A,78694.99999999999
2017-03-01,07G,49326.22777777778
2019-07-01,07G,52868.916666666664
2017-02-01,07G,42302.06666666666
2017-01-01,07G,46044.61666666667
2015-10-01,07G,40811.03333333334
2016-06-01,07G,43620.08888888887
2015-11-01,07G,39579.144444444435
2019-04-01,07G,51169.133333333324
2016-03-01,07G,42303.322222222225
2015-02-01,07G,33729.61111111111
2019-05-01,07N,73978.81111111112
2019-08-01,07N,75709.07222222222
2016-07-01,08L,81076.28333333333
2014-11-01,08L,60871.29444444444
2015-01-01,08L,67441.92777777778
2015-08-01,09H,28583.944444444445
2018-03-01,09X,71031.93333333333
2018-11-01,09X,73749.02222222222
2019-09-01,09X,71198.08888888887
2018-02-01,09X,63908.116666666676
2016-09-01,09X,61892.85
2015-06-01,10J,50327.86111111111
2016-02-01,10J,50316.08888888889
2017-11-01,10J,65738.7388888889
2016-10-01,10J,57393.70555555556
2016-08-01,10J,57851.64444444445
2015-03-01,10J,48668.22777777778
2017-09-01,10J,63572.23333333334
2015-05-01,10J,48305.06111111111
2015-07-01,10J,54647.73333333332
2018-06-01,10J,66248.65000000001
2015-04-01,10J,47430.97222222221
2018-10-01,10J,70787.67222222222
2017-04-01,10J,58549.92222222222
2019-01-01,11J,253015.3833333333
2017-06-01,11J,226604.3
2018-09-01,11J,230909.5611111111
2018-05-01,11J,242408.2055555556
2018-04-01,11J,229758.8666666666
2017-12-01,99M,66785.64444444444
2016-11-01,00X,67008.30555555558
2017-02-01,00X,61366.91666666667
2018-02-01,00X,66996.98333333334
2018-09-01,00X,71714.77777777778
2017-05-01,00X,70633.54444444444
2015-04-01,00X,53325.63333333334
2018-03-01,00X,75515.62777777777
2015-03-01,00X,53895.822222222225
2016-08-01,01C,75271.4888888889
2015-01-01,01C,59850.611111111124
2015-06-01,01E,63549.34999999999
2018-07-01,01R,76275.5
2014-12-01,02F,80667.28888888888
2015-10-01,02F,85352.40555555555
2018-12-01,02R,135209.39444444442
2019-05-01,02R,136111.97222222222
2019-04-01,02R,128812.64444444444
2018-06-01,02R,128582.89999999998
2017-10-01,02T,88945.3888888889
2018-10-01,02T,95018.4611111111
2019-01-01,02T,94601.61666666667
2018-01-01,02T,89781.20000000001
2016-07-01,02Y,105315.96666666665
2015-07-01,03A,80365.4777777778
2016-02-01,03F,94260.83888888889
2016-03-01,03F,100576.49999999999
2017-03-01,03Q,139926.81111111114
2017-12-01,03Q,143869.67777777778
2017-07-01,03V,29980.833333333336
2015-05-01,04L,40568.70555555554
2016-01-01,04L,45117.17777777779
2015-11-01,04Y,41974.166666666664
2015-09-01,04Y,42635.67222222222
2019-06-01,05V,59513.87777777778
2017-06-01,06L,160691.71666666665
2015-02-01,06L,107635.30555555558
2016-09-01,06L,148788.82222222222
2015-12-01,06L,145537.86666666664
2015-08-01,06Q,113659.93333333335
2019-02-01,09D,120246.16666666666
2019-09-01,09E,91342.02222222221
2019-07-01,09P,76368.4111111111
2018-08-01,09P,79560.01666666668
2017-04-01,09W,106784.32222222222
2018-11-01,10K,84280.72777777778
2018-05-01,10V,88034.09999999999
2019-03-01,10V,88349.48333333332
2019-08-01,10X,125009.91666666667
2016-12-01,10X,107447.57222222224
2016-06-01,12D,81959.99444444446
2018-04-01,12D,93989.72777777778
2017-09-01,12D,91793.34999999999
2019-10-01,12D,104463.97777777776
2017-11-01,12D,94536.53333333333
2017-01-01,12D,84381.01111111112
2014-11-01,15M,274946.3777777776
2016-10-01,15M,373221.9777777781
2016-04-01,15M,369699.1055555556
2017-08-01,15M,417795.2333333333
2016-05-01,99D,56142.36666666667
2017-05-01,07M,70092.97222222222
2018-04-01,07M,71372.84444444446
2016-04-01,07M,62996.31666666666
2018-07-01,07M,76246.61666666664
2019-06-01,07M,71269.30555555552
2018-10-01,07M,79250.01666666668
2018-09-01,07M,71883.21111111107
2015-09-01,07M,56845.39999999998
2018-12-01,07M,76928.76111111113
2015-06-01,07P,50428.37777777777
2016-01-01,07P,53569.79444444446
2014-12-01,07P,48471.17222222223
2015-07-01,07R,36707.777777777774
2016-11-01,07R,42842.47222222221
2015-11-01,07R,36255.444444444445
2015-05-01,07R,34323.55555555556
2019-04-01,07Y,54223.95
2017-10-01,07Y,54009.52222222221
2018-11-01,08D,57124.03333333333
2019-03-01,08D,54023.66666666666
2018-06-01,08D,55667.8888888889
2019-10-01,08D,59109.36666666667
2016-02-01,08E,37452.266666666656
2018-05-01,08E,46686.894444444435
2016-05-01,08E,38062.11111111111
2015-01-01,08E,33511.25555555556
2019-07-01,08E,47466.14444444445
2017-07-01,08E,44549.527777777774
2014-11-01,08E,30753.116666666665
2017-09-01,08E,44193.95000000001
2017-01-01,08E,40873.39444444445
2018-03-01,08E,46758.41666666668
2019-08-01,08E,46033.37777777777
2017-08-01,08E,43874.17222222223
2016-03-01,08J,30742.511111111115
2016-10-01,08K,61044.24999999997
2015-12-01,08K,58556.2
2016-09-01,08M,60838.62777777778
2019-05-01,08M,71928.90555555557
2019-09-01,08M,67666.48333333332
2017-12-01,08M,68160.8611111111
2016-06-01,08M,59717.9
2016-07-01,08M,59788.46666666665
2019-02-01,08M,62839.23333333333
2016-08-01,08M,59308.64444444445
2016-12-01,08M,62694.55555555557
2017-02-01,08N,46443.644444444435
2017-11-01,08N,54467.483333333344
2017-04-01,08P,32497.14444444445
2015-04-01,08W,38194.29444444445
2015-03-01,08W,40523.89444444445
2015-08-01,08W,39196.98333333334
2015-02-01,08W,36261.08888888889
2015-10-01,08W,43044.67222222223
2017-03-01,08W,53265.38333333333
2017-06-01,08W,51445.26666666668
2018-08-01,09A,39783.01111111111
2018-02-01,09A,36621.038888888885
2018-01-01,09A,40692.26111111111
2019-01-01,09A,43359.08888888889
2015-04-01,06N,94567.62777777774
2016-07-01,06N,110626.44444444442
2015-10-01,06N,103168.99444444446
2018-02-01,07W,76664.81111111112
2018-07-01,07W,85098.22222222223
2018-03-01,07W,81864.74444444446
2018-04-01,07W,81266.7
2018-10-01,07W,88972.35555555556
2017-03-01,07W,81336.16111111105
2017-09-01,07X,60374.983333333344
2017-08-01,07X,63027.299999999996
2019-04-01,07X,63266.30555555557
2019-02-01,07Y,55790.477777777785
2016-10-01,07Y,52444.7
2016-04-01,07Y,52786.08333333334
2016-12-01,07Y,54925.05000000001
2017-07-01,07Y,56267.44444444447
2018-01-01,08C,44313.205555555534
2016-11-01,08C,38034.67222222222
2018-08-01,08J,41523.672222222216
2016-01-01,08N,47535.45555555556
2015-07-01,08N,48642.97777777778
2016-09-01,08N,54179.04999999998
2014-12-01,08N,45039.00555555556
2016-02-01,08N,46851.69444444445
2018-12-01,08N,64272.05555555555
2015-01-01,08N,44672.511111111126
2019-10-01,08Q,67263.93333333332
2019-09-01,08Q,62499.72777777779
2019-06-01,08Q,61888.572222222225
2019-07-01,08Q,64878.7888888889
2019-08-01,08Q,65016.80555555555
2017-05-01,08T,36182.58333333333
2015-05-01,08T,27576.750000000004
2019-01-01,08T,42491.93333333333
2018-06-01,08W,59877.52777777777
2018-09-01,08W,58817.22222222223
2017-12-01,08Y,47062.11111111112
2015-12-01,08Y,41660.22222222223
2019-05-01,08Y,49828.64444444445
2018-11-01,08Y,50942.222222222204
2016-08-01,08Y,42354.80555555556
2017-02-01,09A,35951.94444444444
2017-04-01,09A,36665.33888888888
2017-11-01,09A,41105.70555555555
2017-10-01,09A,41286.62222222222
2015-09-01,09L,28194.199999999997
2015-06-01,15D,70075.49444444444
2017-01-01,15D,79956.28333333333
2016-06-01,15D,77659.72777777775
2014-11-01,15D,61223.3277777778
2015-03-01,15D,66082.15555555555
2016-05-01,15D,73810.22222222223
2015-11-01,15D,70127.74444444443
2017-06-01,15D,83472.16666666667
2018-05-01,15D,88833.9722222222
2015-02-01,15D,61070.94999999998
2016-03-01,15D,74010.21111111109
2015-08-01,15D,64541.583333333336
2019-03-01,15D,85017.8222222222
2019-02-01,02W,35868.61111111112
2018-04-01,02W,36469.29444444444
2018-08-01,02W,39786.30555555556
2016-08-01,04C,86876.66666666664
2017-06-01,04C,96770.4
2017-09-01,04C,94218.76666666669
2016-06-01,04C,85635.13888888886
2015-07-01,04C,77424.05555555556
2017-01-01,04C,89835.9111111111
2016-01-01,04C,79029.95555555557
2015-08-01,04C,71832.42222222222
2017-08-01,04C,94647.65555555555
2015-12-01,04F,61916.72222222222
2015-11-01,04F,55531.861111111095
2016-10-01,04F,63598.86111111111
2015-09-01,04F,56049.416666666664
2019-08-01,05R,76554.53333333333
2015-04-01,06P,41642.66111111111
2018-02-01,06P,51515.711111111115
2016-02-01,06P,44355.6611111111
2015-06-01,06P,43642.86666666666
2016-04-01,06P,48938.41111111111
2018-03-01,07H,75900.8111111111
2017-10-01,07H,73882.64999999998
2019-07-01,07H,75989.83333333334
2016-07-01,07H,67637.05555555555
2017-12-01,07L,53527.15
2017-11-01,07L,55194.26666666667
2018-05-01,07Q,87759.4444444445
2016-09-01,07Q,78876.3111111111
2019-04-01,07Q,83526.77222222222
2018-11-01,07Q,88693.17777777776
2014-11-01,07Q,57107.88888888889
2018-12-01,07Q,91141.44444444447
2015-10-01,08V,59273.79444444445
2016-11-01,08V,69283.67777777778
2016-05-01,08V,63343.06111111112
2015-02-01,08V,49446.33333333334
2016-03-01,09H,26978.666666666668
2018-01-01,09H,33296.36111111111
2019-09-01,09L,45437.46666666667
2018-09-01,09N,54202.283333333326
2019-06-01,09N,53482.299999999996
2017-05-01,09N,53477.59444444445
2019-05-01,09N,57211.43888888888
2019-10-01,09Y,97103.88888888888
2018-07-01,09Y,95688.25
2017-04-01,10C,21234.88888888889
2016-12-01,10C,22652.5
2017-02-01,10C,20096.45
2015-03-01,10C,17119.205555555556
2017-07-01,10C,22869.555555555555
2018-10-01,10C,25695.03888888889
2017-03-01,10C,22949.53333333333
2018-06-01,10Q,186323.2833333334
2015-01-01,10Q,128633.21666666669
2019-01-01,11E,55688.64444444445
2019-03-01,11E,51668.47222222223
2014-12-01,15A,99317.97222222222
2015-05-01,15A,95042.51666666669
2018-02-01,02N,48565.12222222222
2018-05-01,02N,53661.288888888885
2016-02-01,03E,43533.66666666668
2015-07-01,03E,43270.73333333334
2015-11-01,03W,84491.00555555556
2018-10-01,04K,137686.60555555555
2017-02-01,04K,105163.59999999999
2016-03-01,04K,101314.29444444441
2015-09-01,04V,99718.21111111112
2015-06-01,04V,97162.4666666667
2015-04-01,04V,94228.16111111113
2017-12-01,05C,105528.41111111108
2016-09-01,05C,96092.48888888891
2017-11-01,05D,47460.961111111115
2019-04-01,05F,60840.00555555554
2019-07-01,05F,61693.56111111111
2015-10-01,05F,49971.45555555557
2016-07-01,05F,53747.8888888889
2018-11-01,05T,105947.95555555557
2016-12-01,05T,97658.38888888889
2019-01-01,05T,111635.73333333334
2016-04-01,05T,88859.70000000001
2017-01-01,05T,92273.30555555556
2019-08-01,05T,113973.45000000001
2018-06-01,05T,103158.09999999999
2016-05-01,05T,85237.75
2019-02-01,05T,99177.37777777777
2017-10-01,06A,90811.48888888885
2016-01-01,06D,30197.833333333336
2017-05-01,06D,37279.12777777778
2015-01-01,06D,27470.500000000004
2015-05-01,07N,57554.700000000004
2018-09-01,09C,43602.950000000004
2018-03-01,09G,173711.3888888889
2018-01-01,09G,173771.53333333338
2017-07-01,09G,163057.13888888888
2016-06-01,09G,149334.6611111111
2018-12-01,09J,93442.70555555559
2017-08-01,09J,87656.6722222222
2015-12-01,09J,75890.60555555555
2019-06-01,10R,73205.78333333334
2018-04-01,10R,75501.97777777778
2016-10-01,11A,165304.44444444447
2018-07-01,11A,186727.7111111112
2016-11-01,11A,171817.23888888888
2017-06-01,11A,183833.75555555554
2017-09-01,11A,182076.19999999995
2017-04-01,11A,167111.23333333334
2017-03-01,11A,184252.73888888897
2019-09-01,11M,216411.05555555553
2019-03-01,11M,216891.98333333334
2018-08-01,11M,225983.50555555552
2019-10-01,11M,230126.63333333333
2019-05-01,11M,226731.2833333333
2014-12-01,15E,324907.29444444453
2014-11-01,15E,284112.11111111107
2015-03-01,15E,319364.8111111113
2015-02-01,99E,61878.66111111111
2016-08-01,99E,82154.50000000001
2015-08-01,99F,46757.16666666666
2018-01-01,00Q,83741.28333333335
2019-10-01,00V,106894.13888888888
2019-04-01,00V,101837.3611111111
2016-04-01,01A,158948.04444444444
2016-09-01,01W,135458.1
2015-02-01,02D,33691.561111111114
2015-12-01,02D,45321.3
2015-05-01,02D,37083.916666666664
2018-10-01,02E,112434.14444444444
2014-12-01,03L,98041.74444444446
2019-03-01,03L,129575.80555555553
2019-02-01,03L,119106.58888888887
2019-09-01,03L,128747.42222222223
2016-12-01,03L,119056.22222222222
2016-01-01,03M,45337.23333333334
2016-02-01,03M,45759.22222222222
2018-02-01,03M,52381.75555555555
2017-10-01,03M,56342.71666666667
2015-06-01,03M,44561.55555555556
2017-05-01,04E,88560.66666666667
2017-08-01,04Q,63297.39444444445
2016-05-01,04Q,53987.077777777784
2016-03-01,04Q,54333.97222222222
2017-06-01,04Q,61950.388888888876
2016-10-01,04Q,55876.33333333333
2018-12-01,04Q,67258.25
2017-12-01,04Q,64001.13888888888
2018-11-01,04Q,66496.52222222222
2018-07-01,04Q,65696.21111111113
2019-06-01,04Y,63335.44444444445
2018-06-01,04Y,64067.61666666666
2018-03-01,05Q,105562.54999999999
2017-11-01,05W,139913.25555555554
2019-08-01,05W,154731.35555555558
2019-01-01,05W,151018.78333333333
2019-05-01,05W,152110.07222222228
2015-11-01,05Y,105816.80555555558
2017-03-01,05Y,133394.76111111115
2015-10-01,05Y,111818.82777777775
2016-07-01,05Y,116956.8777777778
2017-07-01,06W,105586.00000000001
2018-09-01,06Y,108824.54444444446
2017-01-01,06Y,96635.5388888889
2016-06-01,06Y,95529.79444444446
2015-01-01,09F,67951.67222222222
2017-09-01,10A,95047.25555555556
2014-11-01,10A,66185.6388888889
2019-07-01,10A,101485.61666666667
2015-07-01,10L,57432.36666666666
2018-05-01,11N,283210.2
2018-08-01,11N,293121.05000000005
2015-03-01,12F,122600.0
2015-09-01,12F,132938.8055555556
2017-04-01,14L,262754.6333333333
2015-08-01,14L,217205.95555555553
